Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
06:29:42 Mar 07 2024,93,75,0,0,0
06:29:46 Mar 07 2024,92,72,0,0,0
06:29:50 Mar 07 2024,91,70,0,0,0
06:29:54 Mar 07 2024,92,71,0,0,0
06:29:58 Mar 07 2024,94,73,0,0,0
06:30:02 Mar 07 2024,95,73,0,0,0
06:30:06 Mar 07 2024,94,73,0,0,0
06:30:10 Mar 07 2024,92,73,0,0,0
06:30:14 Mar 07 2024,92,73,0,0,0
06:30:18 Mar 07 2024,93,72,0,0,0
06:30:22 Mar 07 2024,92,71,0,0,0
06:30:26 Mar 07 2024,92,71,0,0,0
06:30:30 Mar 07 2024,93,72,0,0,0
06:30:34 Mar 07 2024,94,73,0,0,0
06:30:38 Mar 07 2024,93,75,0,0,0
06:30:42 Mar 07 2024,92,74,0,0,0
06:30:46 Mar 07 2024,91,70,0,0,0
06:30:50 Mar 07 2024,90,68,0,0,0
06:30:54 Mar 07 2024,90,71,0,0,0
06:30:58 Mar 07 2024,89,69,0,0,0
06:31:02 Mar 07 2024,90,68,0,0,0
06:31:06 Mar 07 2024,93,66,0,0,0
06:31:10 Mar 07 2024,95,66,0,0,0
06:31:14 Mar 07 2024,95,66,0,0,0
06:31:18 Mar 07 2024,93,68,0,0,0
06:31:22 Mar 07 2024,90,71,0,0,0
06:31:26 Mar 07 2024,89,72,0,0,0
06:31:30 Mar 07 2024,88,75,0,0,0
06:31:34 Mar 07 2024,88,73,0,0,0
06:31:38 Mar 07 2024,88,70,0,0,0
06:31:42 Mar 07 2024,88,65,0,0,0
06:31:46 Mar 07 2024,89,67,0,0,0
06:31:50 Mar 07 2024,93,69,0,0,0
06:31:54 Mar 07 2024,96,68,0,0,0
06:31:58 Mar 07 2024,96,67,0,0,0
06:32:02 Mar 07 2024,95,66,0,0,0
06:32:06 Mar 07 2024,93,67,0,0,0
06:32:10 Mar 07 2024,92,69,0,0,0
06:32:14 Mar 07 2024,91,70,0,0,0
06:32:18 Mar 07 2024,91,69,0,0,0
06:32:22 Mar 07 2024,92,68,0,0,0
06:32:26 Mar 07 2024,92,66,0,0,0
06:32:30 Mar 07 2024,93,65,0,0,0
06:32:34 Mar 07 2024,93,65,0,0,0
06:32:38 Mar 07 2024,93,65,0,0,0
06:32:42 Mar 07 2024,92,64,0,0,0
06:32:46 Mar 07 2024,91,65,0,0,0
06:32:50 Mar 07 2024,90,66,0,0,0
06:32:54 Mar 07 2024,89,66,0,0,0
06:32:58 Mar 07 2024,90,65,0,0,0
06:33:02 Mar 07 2024,91,67,0,0,0
06:33:06 Mar 07 2024,91,68,0,0,0
06:33:10 Mar 07 2024,90,74,0,0,0
06:33:14 Mar 07 2024,90,71,0,0,0
06:33:18 Mar 07 2024,89,63,0,0,0
06:33:22 Mar 07 2024,88,64,0,0,0
06:33:26 Mar 07 2024,90,70,0,0,0
06:33:30 Mar 07 2024,94,70,0,0,0
06:33:34 Mar 07 2024,96,66,0,0,0
06:33:38 Mar 07 2024,96,65,0,0,0
06:33:42 Mar 07 2024,95,67,0,0,0
06:33:46 Mar 07 2024,94,67,0,0,0
06:33:50 Mar 07 2024,93,67,0,0,0
06:33:54 Mar 07 2024,92,68,0,0,0
06:33:58 Mar 07 2024,91,70,0,0,0
06:34:02 Mar 07 2024,91,71,0,0,0
06:34:06 Mar 07 2024,91,70,0,0,0
06:34:10 Mar 07 2024,90,65,0,0,0
06:34:14 Mar 07 2024,92,61,0,0,0
06:34:18 Mar 07 2024,93,57,0,0,0
06:34:22 Mar 07 2024,92,59,0,0,0
06:34:26 Mar 07 2024,90,67,0,0,0
06:34:30 Mar 07 2024,89,74,0,0,0
06:34:34 Mar 07 2024,88,71,0,0,0
06:34:38 Mar 07 2024,88,65,0,0,0
06:34:42 Mar 07 2024,87,67,0,0,0
06:34:46 Mar 07 2024,90,69,0,0,0
06:34:50 Mar 07 2024,94,67,0,0,0
06:34:54 Mar 07 2024,96,64,0,0,0
06:34:58 Mar 07 2024,97,65,0,0,0
06:35:02 Mar 07 2024,96,65,0,0,0
06:35:06 Mar 07 2024,96,65,0,0,0
06:35:10 Mar 07 2024,94,66,0,0,0
06:35:14 Mar 07 2024,92,68,0,0,0
06:35:18 Mar 07 2024,89,68,0,0,0
06:35:22 Mar 07 2024,89,67,0,0,0
06:35:26 Mar 07 2024,90,70,0,0,0
06:35:30 Mar 07 2024,90,74,0,0,0
06:35:34 Mar 07 2024,90,67,0,0,0
06:35:38 Mar 07 2024,89,64,0,0,0
06:35:42 Mar 07 2024,90,67,0,0,0
06:35:46 Mar 07 2024,94,68,0,0,0
06:35:50 Mar 07 2024,96,67,0,0,0
06:35:54 Mar 07 2024,96,67,0,0,0
06:35:58 Mar 07 2024,95,68,0,0,0
06:36:02 Mar 07 2024,93,68,0,0,0
06:36:06 Mar 07 2024,91,69,0,0,0
06:36:10 Mar 07 2024,90,71,0,0,0
06:36:14 Mar 07 2024,91,73,0,0,0
06:36:18 Mar 07 2024,92,73,0,0,0
06:36:22 Mar 07 2024,92,71,0,0,0
06:36:26 Mar 07 2024,92,71,0,0,0
06:36:30 Mar 07 2024,91,72,0,0,0
06:36:34 Mar 07 2024,90,71,0,0,0
06:36:38 Mar 07 2024,89,68,0,0,0
06:36:42 Mar 07 2024,91,71,0,0,0
06:36:46 Mar 07 2024,92,70,0,0,0
06:36:50 Mar 07 2024,93,69,0,0,0
06:36:54 Mar 07 2024,92,70,0,0,0
06:36:58 Mar 07 2024,92,68,0,0,0
06:37:02 Mar 07 2024,92,65,0,0,0
06:37:06 Mar 07 2024,90,65,0,0,0
06:37:10 Mar 07 2024,88,64,0,0,0
06:37:14 Mar 07 2024,86,65,0,0,0
06:37:18 Mar 07 2024,85,72,0,0,0
06:37:22 Mar 07 2024,85,74,0,0,0
06:37:26 Mar 07 2024,85,67,0,0,0
06:37:30 Mar 07 2024,85,66,0,0,0
06:37:34 Mar 07 2024,84,68,0,0,0
06:37:38 Mar 07 2024,89,68,0,0,0
06:37:42 Mar 07 2024,95,68,0,0,0
06:37:46 Mar 07 2024,97,68,0,0,0
06:37:50 Mar 07 2024,97,66,0,0,0
06:37:54 Mar 07 2024,96,67,0,0,0
06:37:58 Mar 07 2024,93,69,0,0,0
06:38:02 Mar 07 2024,91,69,0,0,0
06:38:06 Mar 07 2024,92,70,0,0,0
06:38:10 Mar 07 2024,94,75,0,0,0
06:38:14 Mar 07 2024,93,77,0,0,0
06:38:18 Mar 07 2024,93,71,0,0,0
06:38:22 Mar 07 2024,91,60,0,0,0
06:38:26 Mar 07 2024,91,63,0,0,0
06:38:30 Mar 07 2024,93,67,0,0,0
06:38:34 Mar 07 2024,95,69,0,0,0
06:38:38 Mar 07 2024,96,70,0,0,0
06:38:42 Mar 07 2024,95,73,4,0,0
06:38:46 Mar 07 2024,93,76,0,0,0
06:38:50 Mar 07 2024,92,77,7,0,0
06:38:54 Mar 07 2024,92,77,11,0,0
06:38:58 Mar 07 2024,91,71,0,0,0
06:39:02 Mar 07 2024,91,73,0,0,0
06:39:06 Mar 07 2024,90,89,0,0,0
06:39:10 Mar 07 2024,90,106,0,0,0
06:39:14 Mar 07 2024,90,97,0,0,0
06:39:18 Mar 07 2024,94,82,0,0,0
06:39:22 Mar 07 2024,97,76,0,0,0
06:39:26 Mar 07 2024,97,73,0,0,0
06:39:30 Mar 07 2024,97,69,0,0,0
06:39:34 Mar 07 2024,96,66,0,0,0
06:39:38 Mar 07 2024,96,65,0,0,0
06:39:42 Mar 07 2024,94,65,0,0,0
06:39:46 Mar 07 2024,92,65,0,0,0
06:39:50 Mar 07 2024,92,66,0,0,0
06:39:54 Mar 07 2024,94,67,0,0,0
06:39:58 Mar 07 2024,95,63,0,0,0
06:40:02 Mar 07 2024,95,62,0,0,0
06:40:06 Mar 07 2024,95,63,0,0,0
06:40:10 Mar 07 2024,94,63,0,0,0
06:40:14 Mar 07 2024,92,65,0,0,0
06:40:18 Mar 07 2024,90,66,0,0,0
06:40:22 Mar 07 2024,90,67,0,0,0
06:40:26 Mar 07 2024,91,68,0,0,0
06:40:30 Mar 07 2024,93,68,0,0,0
06:40:34 Mar 07 2024,94,72,0,0,0
06:40:38 Mar 07 2024,95,73,0,0,0
06:40:42 Mar 07 2024,94,65,0,0,0
06:40:46 Mar 07 2024,93,61,0,0,0
06:40:50 Mar 07 2024,94,63,0,0,0
06:40:54 Mar 07 2024,95,64,0,0,0
06:40:58 Mar 07 2024,95,64,0,0,0
06:41:02 Mar 07 2024,92,64,0,0,0
06:41:06 Mar 07 2024,90,66,0,0,0
06:41:10 Mar 07 2024,88,68,0,0,0
06:41:14 Mar 07 2024,88,69,0,0,0
06:41:18 Mar 07 2024,90,70,0,0,0
06:41:22 Mar 07 2024,94,68,0,0,0
06:41:26 Mar 07 2024,95,65,0,0,0
06:41:30 Mar 07 2024,94,65,0,0,0
06:41:34 Mar 07 2024,94,65,0,0,0
06:41:38 Mar 07 2024,92,65,0,0,0
06:41:42 Mar 07 2024,91,65,0,0,0
06:41:46 Mar 07 2024,89,69,0,0,0
06:41:50 Mar 07 2024,87,74,0,0,0
06:41:54 Mar 07 2024,87,74,0,0,0
06:41:58 Mar 07 2024,87,69,0,0,0
06:42:02 Mar 07 2024,87,66,0,0,0
06:42:06 Mar 07 2024,88,66,0,0,0
06:42:10 Mar 07 2024,92,67,0,0,0
06:42:14 Mar 07 2024,96,70,0,0,0
06:42:18 Mar 07 2024,96,72,0,0,0
06:42:22 Mar 07 2024,93,71,0,0,0
06:42:26 Mar 07 2024,91,70,0,0,0
06:42:30 Mar 07 2024,90,73,0,0,0
06:42:34 Mar 07 2024,90,73,0,0,0
06:42:38 Mar 07 2024,89,72,0,0,0
06:42:42 Mar 07 2024,89,72,0,0,0
06:42:46 Mar 07 2024,90,69,0,0,0
06:42:50 Mar 07 2024,94,66,0,0,0
06:42:54 Mar 07 2024,95,65,0,0,0
06:42:58 Mar 07 2024,93,67,0,0,0
06:43:02 Mar 07 2024,90,71,0,0,0
06:43:06 Mar 07 2024,88,67,0,0,0
06:43:10 Mar 07 2024,87,62,0,0,0
06:43:14 Mar 07 2024,87,63,0,0,0
06:43:18 Mar 07 2024,92,66,0,0,0
06:43:22 Mar 07 2024,97,64,0,0,0
06:43:26 Mar 07 2024,98,63,0,0,0
06:43:30 Mar 07 2024,95,66,0,0,0
06:43:34 Mar 07 2024,91,66,0,0,0
06:43:38 Mar 07 2024,89,67,0,0,0
06:43:42 Mar 07 2024,87,72,0,0,0
06:43:46 Mar 07 2024,88,71,0,0,0
06:43:50 Mar 07 2024,88,66,0,0,0
06:43:54 Mar 07 2024,90,67,0,0,0
06:43:58 Mar 07 2024,95,67,0,0,0
06:44:02 Mar 07 2024,97,67,0,0,0
06:44:06 Mar 07 2024,96,67,0,0,0
06:44:10 Mar 07 2024,93,68,0,0,0
06:44:14 Mar 07 2024,90,73,0,0,0
06:44:18 Mar 07 2024,88,71,0,0,0
06:44:22 Mar 07 2024,88,64,0,0,0
06:44:26 Mar 07 2024,88,64,0,0,0
06:44:30 Mar 07 2024,90,66,0,0,0
06:44:34 Mar 07 2024,95,67,0,0,0
06:44:38 Mar 07 2024,96,68,0,0,0
06:44:42 Mar 07 2024,95,68,0,0,0
06:44:46 Mar 07 2024,90,69,0,0,0
06:44:50 Mar 07 2024,87,73,0,0,0
06:44:54 Mar 07 2024,86,74,0,0,0
06:44:58 Mar 07 2024,86,67,0,0,0
06:45:02 Mar 07 2024,86,63,0,0,0
06:45:06 Mar 07 2024,88,64,0,0,0
06:45:10 Mar 07 2024,94,67,0,0,0
06:45:14 Mar 07 2024,96,68,0,0,0
06:45:18 Mar 07 2024,94,65,0,0,0
06:45:22 Mar 07 2024,90,66,0,0,0
06:45:26 Mar 07 2024,88,72,0,0,0
06:45:30 Mar 07 2024,86,72,0,0,0
06:45:34 Mar 07 2024,86,65,0,0,0
06:45:38 Mar 07 2024,86,63,0,0,0
06:45:42 Mar 07 2024,90,65,0,0,0
06:45:46 Mar 07 2024,94,67,0,0,0
06:45:50 Mar 07 2024,96,68,0,0,0
06:45:54 Mar 07 2024,95,67,71,0,0
06:45:58 Mar 07 2024,93,67,0,0,0
06:46:02 Mar 07 2024,90,68,0,0,0
06:46:06 Mar 07 2024,88,67,0,0,0
06:46:10 Mar 07 2024,87,64,0,0,0
06:46:14 Mar 07 2024,87,65,0,0,0
06:46:18 Mar 07 2024,90,65,0,0,0
06:46:22 Mar 07 2024,96,65,0,0,0
06:46:26 Mar 07 2024,96,67,0,0,0
06:46:30 Mar 07 2024,95,69,0,0,0
06:46:34 Mar 07 2024,91,69,0,0,0
06:46:38 Mar 07 2024,86,68,0,0,0
06:46:42 Mar 07 2024,85,72,0,0,0
06:46:46 Mar 07 2024,86,73,0,0,0
06:46:50 Mar 07 2024,87,69,0,0,0
06:46:54 Mar 07 2024,88,65,0,0,0
06:46:58 Mar 07 2024,91,64,0,0,0
06:47:02 Mar 07 2024,96,63,0,0,0
06:47:06 Mar 07 2024,97,65,0,0,0
06:47:10 Mar 07 2024,95,68,0,0,0
06:47:14 Mar 07 2024,93,68,0,0,0
06:47:18 Mar 07 2024,89,68,0,0,0
06:47:22 Mar 07 2024,87,69,1,0,0
06:47:26 Mar 07 2024,89,70,0,0,0
06:47:30 Mar 07 2024,91,72,0,0,0
06:47:34 Mar 07 2024,91,72,0,0,0
06:47:38 Mar 07 2024,91,66,0,0,0
06:47:42 Mar 07 2024,91,64,0,0,0
06:47:46 Mar 07 2024,93,66,0,0,0
06:47:50 Mar 07 2024,95,66,0,0,0
06:47:54 Mar 07 2024,95,67,0,0,0
06:47:58 Mar 07 2024,92,70,0,0,0
06:48:02 Mar 07 2024,89,73,0,0,0
06:48:06 Mar 07 2024,89,69,0,0,0
06:48:10 Mar 07 2024,89,63,0,0,0
06:48:14 Mar 07 2024,88,63,0,0,0
06:48:18 Mar 07 2024,90,66,0,0,0
06:48:22 Mar 07 2024,95,69,0,0,0
06:48:26 Mar 07 2024,96,72,0,0,0
06:48:30 Mar 07 2024,93,72,0,0,0
06:48:34 Mar 07 2024,92,67,0,0,0
06:48:38 Mar 07 2024,90,61,0,0,0
06:48:42 Mar 07 2024,90,64,0,0,0
06:48:46 Mar 07 2024,93,67,0,0,0
06:48:50 Mar 07 2024,96,66,0,0,0
06:48:54 Mar 07 2024,95,64,0,0,0
06:48:58 Mar 07 2024,93,66,0,0,0
06:49:02 Mar 07 2024,91,68,0,0,0
06:49:06 Mar 07 2024,89,71,0,0,0
06:49:10 Mar 07 2024,89,73,0,0,0
06:49:14 Mar 07 2024,89,69,0,0,0
06:49:18 Mar 07 2024,88,64,0,0,0
06:49:22 Mar 07 2024,89,66,0,0,0
06:49:26 Mar 07 2024,93,70,0,0,0
06:49:30 Mar 07 2024,96,70,0,0,0
06:49:34 Mar 07 2024,95,68,0,0,0
06:49:38 Mar 07 2024,92,67,0,0,0
06:49:42 Mar 07 2024,89,71,0,0,0
06:49:46 Mar 07 2024,89,72,0,0,0
06:49:50 Mar 07 2024,89,67,0,0,0
06:49:54 Mar 07 2024,88,63,0,0,0
06:49:58 Mar 07 2024,90,64,0,0,0
06:50:02 Mar 07 2024,94,66,0,0,0
06:50:06 Mar 07 2024,96,66,0,0,0
06:50:10 Mar 07 2024,95,66,0,0,0
06:50:14 Mar 07 2024,94,68,0,0,0
06:50:18 Mar 07 2024,93,68,0,0,0
06:50:22 Mar 07 2024,90,68,0,0,0
06:50:26 Mar 07 2024,89,63,0,0,0
06:50:30 Mar 07 2024,88,65,0,0,0
06:50:34 Mar 07 2024,89,71,0,0,0
06:50:38 Mar 07 2024,92,70,0,0,0
06:50:42 Mar 07 2024,97,68,0,0,0
06:50:46 Mar 07 2024,97,70,0,0,0
06:50:50 Mar 07 2024,97,71,0,0,0
06:50:54 Mar 07 2024,96,74,0,0,0
06:50:58 Mar 07 2024,96,73,24,0,0
06:51:02 Mar 07 2024,96,73,5,0,0
06:51:06 Mar 07 2024,96,73,3,0,0
06:51:10 Mar 07 2024,95,78,0,0,0
06:51:14 Mar 07 2024,94,89,0,0,0
06:51:18 Mar 07 2024,95,95,0,0,0
06:51:22 Mar 07 2024,96,85,0,0,0
06:51:26 Mar 07 2024,96,77,0,0,0
06:51:30 Mar 07 2024,96,75,0,0,0
06:51:34 Mar 07 2024,96,74,0,0,0
06:51:38 Mar 07 2024,94,71,0,0,0
06:51:42 Mar 07 2024,91,69,0,0,0
06:51:46 Mar 07 2024,92,73,7,0,0
06:51:50 Mar 07 2024,94,75,6,0,0
06:51:54 Mar 07 2024,94,72,35,0,0
06:51:58 Mar 07 2024,93,72,17,0,0
06:52:02 Mar 07 2024,92,74,1,0,0
06:52:06 Mar 07 2024,92,74,13,0,0
06:52:10 Mar 07 2024,92,74,11,0,0
06:52:14 Mar 07 2024,92,74,23,0,0
06:52:18 Mar 07 2024,92,74,3,0,0
06:52:22 Mar 07 2024,91,72,0,0,0
06:52:26 Mar 07 2024,91,72,0,0,0
06:52:30 Mar 07 2024,92,73,1,0,0
06:52:34 Mar 07 2024,93,71,0,0,0
06:52:38 Mar 07 2024,93,69,4,0,0
06:52:42 Mar 07 2024,94,69,10,0,0
06:52:46 Mar 07 2024,93,68,33,0,0
06:52:50 Mar 07 2024,94,69,4,0,0
06:52:54 Mar 07 2024,255,65535,16,0,0
06:52:58 Mar 07 2024,255,65535,0,0,0
Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
13:24:07 Mar 07 2024,94,108,0,0,0
13:24:11 Mar 07 2024,94,108,2,0,0
13:24:15 Mar 07 2024,94,108,10,0,0
13:24:19 Mar 07 2024,95,110,0,0,0
13:24:23 Mar 07 2024,95,111,2,0,0
13:24:27 Mar 07 2024,95,111,7,0,0
13:24:31 Mar 07 2024,95,110,3,0,0
13:24:35 Mar 07 2024,95,106,15,0,0
13:24:39 Mar 07 2024,95,100,3,0,0
13:24:43 Mar 07 2024,95,100,3,0,0
13:24:47 Mar 07 2024,95,101,7,0,0
13:24:51 Mar 07 2024,95,101,8,0,0
13:24:55 Mar 07 2024,94,103,5,0,0
13:24:59 Mar 07 2024,94,105,1,0,0
13:25:03 Mar 07 2024,94,108,12,0,0
13:25:07 Mar 07 2024,94,108,2,0,0
13:25:11 Mar 07 2024,94,108,3,0,0
13:25:15 Mar 07 2024,94,110,5,0,0
13:25:19 Mar 07 2024,94,110,13,0,0
13:25:23 Mar 07 2024,94,107,3,0,0
13:25:27 Mar 07 2024,93,108,5,0,0
13:25:31 Mar 07 2024,93,115,11,0,0
13:25:35 Mar 07 2024,93,115,9,0,0
13:25:39 Mar 07 2024,93,115,6,0,0
13:25:43 Mar 07 2024,93,115,71,0,0
13:25:47 Mar 07 2024,93,113,16,0,0
13:25:51 Mar 07 2024,93,113,20,0,0
13:25:55 Mar 07 2024,93,113,33,0,0
13:25:59 Mar 07 2024,93,112,72,0,0
13:26:03 Mar 07 2024,93,112,27,0,0
13:26:07 Mar 07 2024,93,112,147,0,0
13:26:11 Mar 07 2024,93,112,8,0,0
13:26:15 Mar 07 2024,91,112,1,0,0
13:26:19 Mar 07 2024,90,110,13,0,0
13:26:23 Mar 07 2024,90,104,10,0,0
13:26:27 Mar 07 2024,90,106,5,0,0
13:26:31 Mar 07 2024,94,103,4,0,0
13:26:35 Mar 07 2024,95,101,4,0,0
13:26:39 Mar 07 2024,95,97,5,0,0
13:26:43 Mar 07 2024,96,98,3,0,0
13:26:47 Mar 07 2024,95,103,11,0,0
13:26:51 Mar 07 2024,95,102,4,0,0
13:26:55 Mar 07 2024,93,102,2,0,0
13:26:59 Mar 07 2024,93,100,3,0,0
13:27:03 Mar 07 2024,94,99,7,0,0
13:27:07 Mar 07 2024,94,99,5,0,0
13:27:11 Mar 07 2024,95,98,6,0,0
13:27:15 Mar 07 2024,94,96,4,0,0
13:27:19 Mar 07 2024,94,95,3,0,0
13:27:23 Mar 07 2024,93,97,5,0,0
13:27:27 Mar 07 2024,94,100,7,0,0
13:27:31 Mar 07 2024,94,100,9,0,0
13:27:35 Mar 07 2024,94,99,4,0,0
13:27:39 Mar 07 2024,94,97,2,0,0
13:27:43 Mar 07 2024,94,98,1,0,0
13:27:47 Mar 07 2024,94,98,5,0,0
13:27:51 Mar 07 2024,95,101,12,0,0
13:27:55 Mar 07 2024,95,101,2,0,0
13:27:59 Mar 07 2024,96,105,4,0,0
13:28:03 Mar 07 2024,96,105,8,0,0
13:28:07 Mar 07 2024,96,108,3,0,0
13:28:11 Mar 07 2024,96,108,4,0,0
13:28:15 Mar 07 2024,96,111,3,0,0
13:28:19 Mar 07 2024,96,113,7,0,0
13:28:23 Mar 07 2024,96,113,10,0,0
13:28:27 Mar 07 2024,96,113,2,0,0
13:28:31 Mar 07 2024,97,113,3,0,0
13:28:35 Mar 07 2024,97,114,1,0,0
13:28:39 Mar 07 2024,95,102,0,0,0
13:28:43 Mar 07 2024,95,105,0,0,0
13:28:47 Mar 07 2024,94,103,0,0,0
13:28:51 Mar 07 2024,94,102,39,0,0
13:28:55 Mar 07 2024,94,102,11,0,0
13:28:59 Mar 07 2024,92,105,0,0,0
13:29:03 Mar 07 2024,91,109,0,0,0
13:29:07 Mar 07 2024,92,108,4,0,0
13:29:11 Mar 07 2024,95,102,0,0,0
13:29:15 Mar 07 2024,94,97,0,0,0
13:29:19 Mar 07 2024,94,102,0,0,0
13:29:23 Mar 07 2024,94,106,0,0,0
13:29:27 Mar 07 2024,94,102,0,0,0
13:29:31 Mar 07 2024,94,101,1,0,0
13:29:35 Mar 07 2024,94,101,1,0,0
13:29:39 Mar 07 2024,94,105,13,0,0
13:29:43 Mar 07 2024,94,107,10,0,0
13:29:47 Mar 07 2024,94,107,13,0,0
13:29:51 Mar 07 2024,94,108,5,0,0
13:29:55 Mar 07 2024,93,102,9,0,0
13:29:59 Mar 07 2024,93,100,7,0,0
13:30:03 Mar 07 2024,94,98,4,0,0
13:30:07 Mar 07 2024,94,100,7,0,0
13:30:11 Mar 07 2024,95,103,3,0,0
13:30:15 Mar 07 2024,96,103,4,0,0
13:30:19 Mar 07 2024,96,104,14,0,0
13:30:23 Mar 07 2024,96,104,5,0,0
13:30:27 Mar 07 2024,96,104,5,0,0
13:30:31 Mar 07 2024,95,102,6,0,0
13:30:35 Mar 07 2024,94,99,5,0,0
13:30:39 Mar 07 2024,93,101,2,0,0
13:30:43 Mar 07 2024,92,102,6,0,0
13:30:47 Mar 07 2024,92,103,9,0,0
13:30:51 Mar 07 2024,92,103,4,0,0
13:30:55 Mar 07 2024,92,104,3,0,0
13:30:59 Mar 07 2024,93,100,10,0,0
13:31:03 Mar 07 2024,93,100,1,0,0
13:31:07 Mar 07 2024,93,100,8,0,0
13:31:11 Mar 07 2024,93,102,9,0,0
13:31:15 Mar 07 2024,92,101,5,0,0
13:31:19 Mar 07 2024,92,99,3,0,0
13:31:23 Mar 07 2024,92,98,7,0,0
13:31:27 Mar 07 2024,93,101,4,0,0
13:31:31 Mar 07 2024,95,101,4,0,0
13:31:35 Mar 07 2024,95,103,6,0,0
13:31:39 Mar 07 2024,95,102,3,0,0
13:31:43 Mar 07 2024,94,103,7,0,0
13:31:47 Mar 07 2024,94,104,5,0,0
13:31:51 Mar 07 2024,94,102,4,0,0
13:31:55 Mar 07 2024,95,102,5,0,0
13:31:59 Mar 07 2024,94,100,5,0,0
13:32:03 Mar 07 2024,94,100,4,0,0
13:32:07 Mar 07 2024,94,101,6,0,0
13:32:11 Mar 07 2024,94,101,6,0,0
13:32:15 Mar 07 2024,94,100,3,0,0
13:32:19 Mar 07 2024,94,100,3,0,0
13:32:23 Mar 07 2024,94,101,4,0,0
13:32:27 Mar 07 2024,94,101,6,0,0
13:32:31 Mar 07 2024,93,105,5,0,0
13:32:35 Mar 07 2024,92,106,5,0,0
13:32:39 Mar 07 2024,88,107,5,0,0
13:32:43 Mar 07 2024,88,107,7,0,0
13:32:47 Mar 07 2024,93,101,1,0,0
13:32:51 Mar 07 2024,93,102,13,0,0
13:32:55 Mar 07 2024,93,102,9,0,0
13:32:59 Mar 07 2024,93,102,25,0,0
13:33:03 Mar 07 2024,92,101,5,0,0
13:33:07 Mar 07 2024,92,101,19,0,0
13:33:11 Mar 07 2024,92,101,11,0,0
13:33:15 Mar 07 2024,92,100,10,0,0
13:33:19 Mar 07 2024,92,101,58,0,0
13:33:23 Mar 07 2024,92,101,20,0,0
13:33:27 Mar 07 2024,92,101,11,0,0
13:33:31 Mar 07 2024,93,102,1,0,0
13:33:35 Mar 07 2024,93,107,0,0,0
13:33:39 Mar 07 2024,93,108,0,0,0
13:33:43 Mar 07 2024,94,103,0,0,0
13:33:47 Mar 07 2024,94,99,0,0,0
13:33:51 Mar 07 2024,94,99,0,0,0
13:33:55 Mar 07 2024,94,102,0,0,0
13:33:59 Mar 07 2024,94,101,0,0,0
13:34:03 Mar 07 2024,94,98,0,0,0
13:34:07 Mar 07 2024,93,100,0,0,0
13:34:11 Mar 07 2024,93,102,0,0,0
13:34:15 Mar 07 2024,93,100,2,0,0
13:34:19 Mar 07 2024,93,100,0,0,0
13:34:23 Mar 07 2024,92,99,0,0,0
13:34:27 Mar 07 2024,92,98,2,0,0
13:34:31 Mar 07 2024,93,100,2,0,0
13:34:35 Mar 07 2024,93,101,5,0,0
13:34:39 Mar 07 2024,93,101,15,0,0
13:34:43 Mar 07 2024,92,105,4,0,0
13:34:47 Mar 07 2024,92,107,3,0,0
13:34:51 Mar 07 2024,91,107,2,0,0
13:34:55 Mar 07 2024,91,100,5,0,0
13:34:59 Mar 07 2024,92,102,2,0,0
13:35:03 Mar 07 2024,91,101,1,0,0
13:35:07 Mar 07 2024,92,104,0,0,0
13:35:11 Mar 07 2024,92,105,0,0,0
13:35:15 Mar 07 2024,92,102,0,0,0
13:35:19 Mar 07 2024,92,104,2,0,0
13:35:23 Mar 07 2024,92,103,2,0,0
13:35:27 Mar 07 2024,93,101,5,0,0
13:35:31 Mar 07 2024,93,99,2,0,0
13:35:35 Mar 07 2024,93,101,4,0,0
13:35:39 Mar 07 2024,92,103,5,0,0
13:35:43 Mar 07 2024,92,102,7,0,0
13:35:47 Mar 07 2024,92,102,10,0,0
13:35:51 Mar 07 2024,92,100,6,0,0
13:35:55 Mar 07 2024,93,100,10,0,0
13:35:59 Mar 07 2024,92,97,1,0,0
13:36:03 Mar 07 2024,92,97,3,0,0
13:36:07 Mar 07 2024,92,104,0,0,0
13:36:11 Mar 07 2024,92,107,1,0,0
13:36:15 Mar 07 2024,93,103,0,0,0
13:36:19 Mar 07 2024,93,102,0,0,0
13:36:23 Mar 07 2024,93,100,0,0,0
13:36:27 Mar 07 2024,93,102,0,0,0
13:36:31 Mar 07 2024,93,101,0,0,0
13:36:35 Mar 07 2024,93,100,0,0,0
13:36:39 Mar 07 2024,93,101,0,0,0
13:36:43 Mar 07 2024,92,100,0,0,0
13:36:47 Mar 07 2024,92,100,1,0,0
13:36:51 Mar 07 2024,92,101,1,0,0
13:36:55 Mar 07 2024,92,100,79,0,0
13:36:59 Mar 07 2024,92,100,22,0,0
13:37:03 Mar 07 2024,91,102,6,0,0
13:37:07 Mar 07 2024,91,102,25,0,0
13:37:11 Mar 07 2024,91,101,4,0,0
13:37:15 Mar 07 2024,90,103,2,0,0
13:37:19 Mar 07 2024,89,103,4,0,0
13:37:23 Mar 07 2024,89,102,36,0,0
13:37:27 Mar 07 2024,89,102,20,0,0
13:37:31 Mar 07 2024,91,96,5,0,0
13:37:35 Mar 07 2024,91,96,39,0,0
13:37:39 Mar 07 2024,91,96,7,0,0
13:37:43 Mar 07 2024,94,91,5,0,0
13:37:47 Mar 07 2024,95,90,9,0,0
